"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Info"
"387","34.142289","host","3.6.0","USBHID","154","0001000000380f030000000010ff2a0cff2a0cff2a0cff2a0cff2a0cff2a0cff2a0cff2a0cff2a0cff2a0cff2a0cff2a0cff2a0cff2a0cff2a0cff2a0cff2a0c000000000000000000000000000000000000000000000000fd00","SET_REPORT Request"
"388","34.142606","3.6.0","host","USBHID","64","","SET_REPORT Response"
"389","34.213087","host","3.6.0","USBHID","154","0002000000380f030000000010ff2b0cff2b0cff2b0cff2b0cff2b0cff2b0cff2b0cff2b0cff2b0cff2b0cff2b0cff2b0cff2b0cff2b0cff2b0cff2b0cff2b0c000000000000000000000000000000000000000000000000fc00","SET_REPORT Request"
"390","34.213465","3.6.0","host","USBHID","64","","SET_REPORT Response"
"391","34.253898","host","3.6.0","USBHID","154","0003000000380f030000000010ff2c0bff2c0bff2c0bff2c0bff2c0bff2c0bff2c0bff2c0bff2c0bff2c0bff2c0bff2c0bff2c0bff2c0bff2c0bff2c0bff2c0b000000000000000000000000000000000000000000000000fc00","SET_REPORT Request"
"392","34.254238","3.6.0","host","USBHID","64","","SET_REPORT Response"
"393","34.290909","host","3.6.0","USBHID","154","0004000000380f030000000010ff2d0bff2d0bff2d0bff2d0bff2d0bff2d0bff2d0bff2d0bff2d0bff2d0bff2d0bff2d0bff2d0bff2d0bff2d0bff2d0bff2d0b000000000000000000000000000000000000000000000000fd00","SET_REPORT Request"
"394","34.291281","3.6.0","host","USBHID","64","","SET_REPORT Response"
"395","34.328820","host","3.6.0","USBHID","154","0005000000380f030000000010ff2e0bff2e0bff2e0bff2e0bff2e0bff2e0bff2e0bff2e0bff2e0bff2e0bff2e0bff2e0bff2e0bff2e0bff2e0bff2e0bff2e0b000000000000000000000000000000000000000000000000fe00","SET_REPORT Request"
"396","34.329133","3.6.0","host","USBHID","64","","SET_REPORT Response"
"397","34.380455","host","3.6.0","USBHID","154","0006000000380f030000000010ff310bff310bff310bff310bff310bff310bff310bff310bff310bff310bff310bff310bff310bff310bff310bff310bff310b000000000000000000000000000000000000000000000000e100","SET_REPORT Request"
"398","34.380781","3.6.0","host","USBHID","64","","SET_REPORT Response"
"399","34.420680","host","3.6.0","USBHID","154","0007000000380f030000000010ff320bff320bff320bff320bff320bff320bff320bff320bff320bff320bff320bff320bff320bff320bff320bff320bff320b000000000000000000000000000000000000000000000000e200","SET_REPORT Request"
"400","34.421003","3.6.0","host","USBHID","64","","SET_REPORT Response"
"401","34.460203","host","3.6.0","USBHID","154","0008000000380f030000000010ff330aff330aff330aff330aff330aff330aff330aff330aff330aff330aff330aff330aff330aff330aff330aff330aff330a000000000000000000000000000000000000000000000000e200","SET_REPORT Request"
"402","34.460552","3.6.0","host","USBHID","64","","SET_REPORT Response"
"403","34.499665","host","3.6.0","USBHID","154","0009000000380f030000000010ff340aff340aff340aff340aff340aff340aff340aff340aff340aff340aff340aff340aff340aff340aff340aff340aff340a000000000000000000000000000000000000000000000000e500","SET_REPORT Request"
"404","34.499976","3.6.0","host","USBHID","64","","SET_REPORT Response"
"405","34.541018","host","3.6.0","USBHID","154","000a000000380f030000000010ff360aff360aff360aff360aff360aff360aff360aff360aff360aff360aff360aff360aff360aff360aff360aff360aff360a000000000000000000000000000000000000000000000000e700","SET_REPORT Request"
"406","34.541359","3.6.0","host","USBHID","64","","SET_REPORT Response"
"407","34.579433","host","3.6.0","USBHID","154","000b000000380f030000000010ff370aff370aff370aff370aff370aff370aff370aff370aff370aff370aff370aff370aff370aff370aff370aff370aff370a000000000000000000000000000000000000000000000000e600","SET_REPORT Request"
"408","34.579762","3.6.0","host","USBHID","64","","SET_REPORT Response"
"409","34.618856","host","3.6.0","USBHID","154","000c000000380f030000000010ff380aff380aff380aff380aff380aff380aff380aff380aff380aff380aff380aff380aff380aff380aff380aff380aff380a000000000000000000000000000000000000000000000000e900","SET_REPORT Request"
"410","34.619168","3.6.0","host","USBHID","64","","SET_REPORT Response"
